"455100","20","1852","630","9","OPS$FB16","三好花蓮在地小農米2.5KG","","2.5KG","1","0","1","1","包","1","10","208.0","0","1","0","0","209","0","1","Y","1","N","N","N","0","Y","Y","Y","","365","243","","","","","N","N","","2022-05-13 00:00:00","2022-10-10 00:00:00","ahki02","25.0","100G","","","","2022-06-27 00:00:00","N","","","","","","","","","","","","1852","0"
"620659","25","712","732","7","OPS$FB05","李錦記清雞火鍋上湯60g","SOUP BASE FOR CHICKEN HOT POT","60g/包","25","0","5","1","包","1","72","22.85","1","1","0","1","30","1","0","Y","1","N","N","N","0","Y","Y","Y","","540","270","","","","","N","Y","","2016-02-01 00:00:00","2022-10-10 00:00:00","pri_policy","0.6","100g","","","","2016-02-25 00:00:00","N","1468","","","","","","","","1","","","9459","1"
"474441","43","752","471","2","OPS$NB18","Panasonic機械式微波爐25L","","NN-SM33H/800W/有轉盤","25","0","6","1","台","1","1","2680.0","1","1","0","3","3190","1","1","N","1","N","N","N","0","Y","Y","Y","","","","","","","","N","Y","出清","2017-12-06 00:00:00","2022-10-11 00:00:00","ahki04","1.0","台","","","","2017-12-06 00:00:00","N","","","","","","","","","","","","11600","0"
"674199","66","711","660","11","OPS$FB20","DAISHO  秘傳燒肉醬","HIDEN YAKINIKU SAUCE","575g","3","0","1","1","瓶","1","12","92.04","1","1","0","1","240","1","0","Y","1","N","N","Y","0","Y","Y","Y","","365","182","","","","","N","Y","","2019-10-28 00:00:00","2022-10-10 00:00:00","pri_policy","5.75","100G","","","1","2019-11-26 00:00:00","N","","","","","","","","","","","","10621","1"
"565512","16","11648","626","6","OPS$FB13","Beyond meat 未來香腸植物蛋白製品","","400g","2","0","1","1","盒","1","8","513.43","1","1","0","0","599","1","0","Y","1","N","N","N","0","Y","Y","Y","","365","182","","","","","N","N","","2020-07-10 00:00:00","2022-10-10 00:00:00","pri_policy","4.0","100g","","","3","2020-07-24 00:00:00","N","","","","","","","","","","","","11648","0"
"939681","15","1741","717","4","OPS$FB04","駿泰什錦菜600g/包全素","Juntai Assorted Vegetables 600g (","600g","1","0","1","1","包","1","12","93.0","1","1","0","0","120","1","0","Y","1","N","N","N","0","Y","Y","Y","","365","243","","","","","N","N","","2020-08-12 00:00:00","2022-10-10 00:00:00","pri_policy","6.0","100g","","","2","2020-08-24 00:00:00","N","","","","","","","","","","","","1741","0"
"480039","26","1334","83","10","OPS$FB12","天仁優選烏龍茶150g/包","OOLONG TEA","150g/包","1","0","1","1","包","1","40","171.0","1","1","0","0","200","1","0","Y","1","N","N","N","0","Y","Y","Y","","730","486","","","","","N","N","","2020-10-14 00:00:00","2022-10-10 00:00:00","pri_policy","1.5","100g","","","","2020-11-09 00:00:00","N","","","","","","","","","","","","1334","0"
"347547","47","9167","522","60","OPS$NB31","INTOPIC 2.4GHz飛碟無線靜音滑鼠 黑色","","MSW-Q770-GR","25","0","1","1","個","1","3","299.0","1","1","0","0","349","1","0","Y","1","N","N","N","0","Y","Y","Y","","9999","4999","","","","","N","N","","2021-08-27 00:00:00","2022-10-11 00:00:00","ahki04","1.0","個","","","","2021-09-07 00:00:00","N","","","","","","","","","","","","9167","0"
"615824","66","712","831","2","OPS$FB20","Gustoso玩饗滋味葵花籽油","","1L","21","0","5","1","罐","1","12","318.0","1","1","0","1","369","1","1","Y","1","N","N","N","0","Y","Y","Y","","720","360","","","","","N","Y","10/31","2021-11-11 00:00:00","2022-10-10 00:00:00","ahki02","10.0","100ml","","","","2021-11-11 00:00:00","N","","","","","","","","","","","","11348","0"
"616452","66","712","831","5","OPS$FB20","Gustoso玩饗滋味葡萄籽油","","1L","21","0","1","1","罐","1","12","416.0","1","1","0","1","488","1","1","Y","1","N","N","N","0","Y","Y","Y","","720","360","","","","","N","Y","","2021-11-11 00:00:00","2022-10-10 00:00:00","ahki02","10.0","100ml","","","","2021-11-11 00:00:00","N","","","","","","","","","","","","11348","0"
"823920","15","10639","811","1","OPS$FB04","勤億冷藏殺菌全蛋液240g/盒","Refrigerated100%LiquidWhole Eggs","240g/盒","1","0","1","1","盒","1","10","74.59","1","1","0","8","89","1","0","Y","1","N","N","N","0","Y","Y","Y","","30","20","","","","","N","N","","2022-02-16 00:00:00","2022-10-10 00:00:00","pri_policy","2.4","100g","","","2","2022-02-21 00:00:00","N","","","","","","","","","","","","10639","0"
"823923","15","10639","811","1","OPS$FB04","勤億冷藏殺菌蛋白液240g/盒","Refrigerated100% Liquid Egg White","240g/盒","1","0","1","1","盒","1","10","74.59","1","1","0","8","89","1","0","Y","1","N","N","N","0","Y","Y","Y","","30","20","","","","","N","N","","2022-02-16 00:00:00","2022-10-10 00:00:00","pri_policy","2.4","100g","","","2","2022-02-21 00:00:00","N","","","","","","","","","","","","10639","0"
"397848","28","712","98","20","OPS$NB25","美吾髮小蒼蘭梨萃香水沐浴露","Freesia Pear Fragrance Shower Gel","700ml","1","0","1","1","瓶","1","12","136.38","1","1","0","1","179","1","1","Y","1","N","N","N","0","Y","Y","Y","","1095","547","","","","","N","Y","","2022-05-11 00:00:00","2022-10-10 00:00:00","ahki02","7.0","100ml","","","","2022-06-09 00:00:00","N","","","","","","","","","","","","1256","0"
"398067","28","712","98","20","OPS$NB25","美吾髮馬鞭草柚香清新沐浴露","Verbena Yuzu Freshen Shower Gel","700ml","1","0","1","1","瓶","1","12","136.38","1","1","0","1","179","1","1","Y","1","N","N","N","0","Y","Y","Y","","1095","547","","","","","N","Y","","2022-05-11 00:00:00","2022-10-10 00:00:00","ahki02","7.0","100ml","","","","2022-06-09 00:00:00","N","","","","","","","","","","","","1256","0"
"398101","28","712","98","20","OPS$NB25","美吾髮鼠尾草海鹽沁香沐浴露","Wood Sage Sea Salt Perfume Shower","700ml","1","0","1","1","瓶","1","12","136.38","1","1","0","1","179","1","1","Y","1","N","N","N","0","Y","Y","Y","","1095","547","","","","","N","Y","","2022-05-11 00:00:00","2022-10-10 00:00:00","ahki02","7.0","100ml","","","","2022-06-09 00:00:00","N","","","","","","","","","","","","1256","0"
"398229","28","712","98","20","OPS$NB25","美吾髮藍風鈴奢香沐浴露","Wild Bluebell Perfume Shower Gel","700ml","1","0","1","1","瓶","1","12","136.38","1","1","0","1","179","1","1","Y","1","N","N","N","0","Y","Y","Y","","1095","547","","","","","N","Y","","2022-05-11 00:00:00","2022-10-10 00:00:00","ahki02","7.0","100ml","","","","2022-06-09 00:00:00","N","","","","","","","","","","","","1256","0"
"398268","28","712","98","20","OPS$NB25","美吾髮晨霧玫瑰奢香沐浴露","Rose Blossom Perfume Shower Gel","700ml","1","0","1","1","瓶","1","12","136.38","1","1","0","1","179","1","1","Y","1","N","N","N","0","Y","Y","Y","","1095","547","","","","","N","Y","","2022-05-11 00:00:00","2022-10-10 00:00:00","ahki02","7.0","100ml","","","","2022-06-09 00:00:00","N","","","","","","","","","","","","1256","0"
"398640","28","712","98","20","OPS$NB25","美吾髮白茶茉莉馨香沐浴露","White Tea Jasmine Perfume Shower","700ml","1","0","1","1","瓶","1","12","136.38","1","1","0","1","179","1","1","Y","1","N","N","N","0","Y","Y","Y","","1095","547","","","","","N","Y","","2022-05-11 00:00:00","2022-10-10 00:00:00","ahki02","7.0","100ml","","","","2022-06-09 00:00:00","N","","","","","","","","","","","","1256","0"
"398739","28","712","98","20","OPS$NB25","美吾髮琥珀檀香雪松精油沐浴露","Amber Sandalwood Cedarwood Oil","700ml","1","0","1","1","瓶","1","12","136.38","1","1","0","1","179","1","1","Y","1","N","N","N","0","Y","Y","Y","","1095","547","","","","","N","Y","","2022-05-11 00:00:00","2022-10-10 00:00:00","ahki02","7.0","100ml","","","","2022-06-09 00:00:00","N","","","","","","","","","","","","1256","0"
"696192","66","712","836","5","OPS$FB20","D'arbo 70%果肉草莓果醬200g","","","36","0","6","1","瓶","1","6","144.86","1","1","0","1","169","1","1","Y","1","N","N","N","0","Y","Y","Y","","730","365","","","","","N","Y","9月30日","2022-06-07 00:00:00","2022-10-10 00:00:00","ahki02","2.0","100g","","","","2022-06-12 00:00:00","N","","","","","","","","","","","","11485","0"
"696195","66","712","836","5","OPS$FB20","D'arbo 70%果肉森林莓果果醬200g","","","36","0","1","1","瓶","1","6","144.86","1","1","0","1","169","1","1","Y","1","N","N","N","0","Y","Y","Y","","730","365","","","","","N","Y","","2022-06-07 00:00:00","2022-10-10 00:00:00","ahki02","2.0","100g","","","","2022-06-12 00:00:00","N","","","","","","","","","","","","11485","0"
"696204","66","712","836","5","OPS$FB20","D'arbo70%果肉蒂羅爾藍莓果醬200g","","","36","0","5","1","瓶","1","6","144.86","1","1","0","1","169","1","1","Y","1","N","N","N","0","Y","Y","Y","","730","365","","","","","N","Y","11月30日","2022-06-07 00:00:00","2022-10-10 00:00:00","ahki02","2.0","100g","","","","2022-06-12 00:00:00","N","","","","","","","","","","","","11485","0"
"696210","66","712","836","5","OPS$FB20","D'arbo70%果肉野生蔓越莓果醬200g","","","36","0","1","1","瓶","1","6","144.86","1","1","0","1","169","1","1","Y","1","N","N","N","0","Y","Y","Y","","730","365","","","","","N","Y","","2022-06-07 00:00:00","2022-10-10 00:00:00","ahki02","2.0","100g","","","","2022-06-12 00:00:00","N","","","","","","","","","","","","11485","0"
"739164","28","712","98","11","OPS$NB25","美琪樂皂100g六塊裝","","100gx6入","1","0","1","1","組","1","24","151.6","1","1","0","1","199","1","1","Y","1","N","N","N","0","Y","Y","Y","","1095","547","","","","","N","Y","","2022-06-09 00:00:00","2022-10-10 00:00:00","ahki02","6.0","100g","","","","2022-06-12 00:00:00","N","","","","","","","","","","","","2492","0"
"739416","28","712","98","11","OPS$NB25","美琪抗菌香皂(白麝香)六塊裝","","100gx6入","1","0","1","1","組","1","24","132.6","1","1","0","1","199","1","1","Y","1","N","N","N","0","Y","Y","Y","","1825","912","","","","","N","Y","","2022-06-09 00:00:00","2022-10-10 00:00:00","ahki02","6.0","100g","","","","2022-06-12 00:00:00","N","","","","","","","","","","","","2492","0"
"739551","28","712","98","11","OPS$NB25","美琪抗菌香皂(草本)六塊裝","","100gx6入","1","0","1","1","組","1","24","132.6","1","1","0","1","199","1","1","Y","1","N","N","N","0","Y","Y","Y","","1825","912","","","","","N","Y","","2022-06-09 00:00:00","2022-10-10 00:00:00","ahki02","6.0","100g","","","","2022-06-12 00:00:00","N","","","","","","","","","","","","2492","0"
"739578","28","712","98","11","OPS$NB25","美琪抗菌香皂(茶樹)六塊裝","","100gx6入","1","0","1","1","組","1","24","132.6","1","1","0","1","199","1","1","Y","1","N","N","N","0","Y","Y","Y","","1825","912","","","","","N","Y","","2022-06-09 00:00:00","2022-10-10 00:00:00","ahki02","6.0","100g","","","","2022-06-12 00:00:00","N","","","","","","","","","","","","2492","0"
"739932","28","712","98","10","OPS$NB25","彎彎浴皂135g(六塊裝)","","135gx6入","1","0","1","1","組","1","12","151.6","1","1","0","1","199","1","1","Y","1","N","N","N","0","Y","Y","Y","","1825","912","","","","","N","Y","","2022-06-09 00:00:00","2022-10-10 00:00:00","ahki02","8.1","100g","","","","2022-06-12 00:00:00","N","","","","","","","","","","","","2492","0"
"895746","48","9093","546","10","OPS$NB32","羅蜜歐來電顯示有線電話 TC-355N","","TC-355N","25","0","1","1","台","1","20","380.0","1","1","0","1","449","1","1","Y","1","N","N","N","0","Y","Y","Y","","","","","","","","N","N","","2022-06-29 00:00:00","2022-10-11 00:00:00","ahki04","1.0","台","","","","2022-07-14 00:00:00","N","","","","","","","","","","","","9093","0"
